text,label,binary_rate_change_result
#@#...더 이상 무슨 말이 필요할까 ㅋㅋ,1,0.0
"괜찮은 남자는 괜찮은 여자한테 벌써 갔는데, 니 차례가 오겠냐?",1,1.0
가서 단체로 때려주자. 정신 확 차리게,1,1.0
어제 게이 연예인이 출연하는 방송을 봤거든.,0,0.0
자기는 질투를 넘어서 그거 병이야 정신병!!,1,1.0
그럼 내가 주먹으로 참교육 좀 시켜줘야 되겠네,1,1.0
빈틈 보이니까 막말하면서 물어뜯는거 봐라,1,1.0
예 안녕하세요,0,0.0
난 최대한 가려서 한건데?,0,0.0
군면제 받으려고 발악하는 꼴 진짜 추하다,1,1.0
이번엔 찐임,0,0.0
귓구녕을 휴지로 틀어 막은 사오정인지 말귀 못쳐알아듣자나,1,1.0
하나만 알고 둘은 모르는 놈;,0,1.0
유부남 남자 배우가 여배우한테 갑질을 했다니.,0,0.0
제발 노친네 전용 대중교통 좀 만들어주세요.,1,1.0
왜~ 적금 열심히 붓고 나머진 할부로 사면 되는거지.,0,0.0
하긴 요즘은 사십대한테도 틀딱이라고 하더라.,1,1.0
개나소나 양아치 일찐들 브랜드 아니냐 ㅋㅋㅋ,1,1.0
유치하고 찌질한 쌩양아치들 사회악이지,1,1.0
저런 폴리페서가 사라져야 한국에 평화가 옵니다,1,1.0
제삿상에 약과 대신 칙촉 올리는 말도 안 되는 집들이 있대.,0,0.0
그 세대에는 코로나19 걸려서 사망할 확률 비교해보면 백신 부작용 생길 가능성이 더 크거든,0,0.0
서양여자 만나고 싶지 않냐?,0,0.0
너 그러다 과로사로 큰일난다,0,0.0
그리고 말도 안 되는 일 시키는데 이걸 그동안 다 해내 와서 못한다고도 못함 ㅋㅋㅋ,0,1.0
그런 말들은 다 내 뜻이 아닙니다.,0,0.0
무능한 게 아니라 처음 본 거라니까.,0,0.0
아 #@#애들이랑 같이 앉기 개 싫은데 더럽게 왜 같이 앉으라는 거야,1,1.0
축구하는 여자가 여자냐 그냥 남자임,0,1.0
야 오늘 저녁에 연락하면 나와,0,0.0
부모없이 자란 애들은 티가 난다고 했다가 ㅋㅋ,1,1.0
나 미녀인가??ㅋㅋ,0,0.0
니 핏줄엔 일본 원숭이도 있지?ㅋㅋ,1,1.0
담당 편집자 진짜 나가 듸져라,1,1.0
아 진짜 내가 저런 목소리였으면 벙어리로 살았다ㅋㅋ,1,1.0
폐쇄병동에서 정신병 있는 인간들이랑 같이 있는 꼴도 재밌긴 하겠다.,1,1.0
뭐야~ 너 살천지냐?ㅋㅋ,1,1.0
#@# 어릴 적에 부모님도 잃었는데 열심히 살더니 결국 성공했네,0,0.0
너무 일반화 하진 말자.,0,0.0
아 우리팀에 버러지 같은 봊포터 있는 듯;;,1,1.0
오크닮은 여자들은 살 빼야해,1,1.0
어떻게?,0,0.0
저 여자 얼굴봐봐,0,0.0
그만 눈물 팔아라 눈알 뽑아버리기 전에,1,1.0
결혼하니까 좋아요?,0,0.0
ㅇㅈ 지들 존재 자체가 민폐라는 생각은 안 하나?,1,1.0
무식하면 아가리 닫아,1,1.0
어제 또 뉴스 보고 잤구만,0,0.0
말을 하질 말자,0,0.0
쟤는 꼭 저렇게 커피를 마시더라.,0,0.0
우리 같이 회식하러 가면 어때요?,0,0.0
시의원이라고 유세 떠네,1,1.0
지가 문제있으면 지가 해결할생각을 해야지ㅋㅋ,0,0.0
넌 좀 닥 쳐 댓글조작러야,1,1.0
다음부터 저런 무개념 손님은 바쁘다고 하고 받지 말자.,1,1.0
여잔데요? 그것도 k 여자,0,1.0
어떻게 그래. 우리에게 자식이라곤 #@인간및인간집단.인물.인물_무정보.여성#이 하난데.,0,0.0
우리 나중에 같이 곱창 먹으러 가자,0,0.0
아프간에서도 이제 여자들 교육 받을 수 있게 한대,0,0.0
걔네들은 ㅋㅋ 뇌에 개념이라는것이 탑재되어있지 않잖아 ㅋㅋ,1,1.0
너도 말투가 저열한거 보니까 살아온 인생의 굴곡을 알 만하네,1,1.0
집에 가긴 글렀네.,0,0.0
아줌마 함 자빠뜨려볼려고 아껴주는 척 하는 건데 거기에 홀랑 넘어가요?,1,1.0
아 그거 자기 몸매 과시 랑 팬티 보여주려고 하는 행동 이야,1,1.0
와 가슴 출렁출렁 거리네 가슴에 파묻히고 싶네,1,1.0
너네 대학 교수들 수준 높든?,1,0.0
골목길에서 본 여중생 따라가 주거 침입까지 한 60대가 집행유예라고?,0,0.0
그런데 고양이 품종묘 아닌가요? 품종묘 전시는 안 하셨으면 하는데요,0,0.0
군인들 고생을 얼마나 많이 하는데,0,0.0
나 핸드폰 새로 바꿨어.,0,0.0
30대 여성들은 어때?,0,0.0
그래 앞으로는 좀 조심해주라 난 비위 진짜 약한 편이거든,0,0.0
네가 일찍 일어나서 밥해먹으면 됐잖아. 꼭 나만 하란 법이 어딨어?,1,0.0
쓰레기 조선은 그냥 믿거입니다~,1,1.0
그런가..?근데 너무아파하면 어느정도 이해가 가긴 하는데 자기가족인데 설마그럴까,0,0.0
그래 역시 면 중에 최고는 잔치국수다 너무 맛있음 ㅜ,0,0.0
잘됐네요...!!!!!! 대출이 너무 느슨합니다!!! 대출못받게 규제를 쪼여주세요!!!!!,0,0.0
폭력이면 폭력이 데이트 폭력은 뭐냐,0,0.0
진짜 그런 남자 거르는게 답이다.,1,0.0
선수들이 못생겨서 볼 맛이 안 나더라.,1,1.0
연습을 하는데 그 정도면 주변 사람들의 행복을 위해 그냥 평생 안하는게 낫지 않을까,1,0.0
기부는 무슨 돈 불리는데 지금 정신 없잖아,0,0.0
틀딱코인 달콤하노,1,1.0
딸배 지나가면 오또케 오또케 이러면서 남경 또 부르겠지,1,1.0
폭식을 안해야지 ㅋㅋㅋ,0,1.0
남자가 돈이 많아서 여자가 넘어왔나보네,1,1.0
내말이 옷은 무슨 쓰레기통에서 주워입은 것 같고 머리는 또 저게 뭐야.,1,1.0
니가 키워보면 애들 죽이고 싶은 순간들이 많은데 때리는 거면 성인군자야.,1,1.0
저 뱃살을 보고 꼴리나?,1,1.0
부대에서 다치면 웬만해선 밖에 병원 가는 걸 추천,0,0.0
짱퀴벌레들 진짜 박멸 마렵다,1,1.0
그런 것들은 코로나 걸려서 다 죽었으면 좋겠다,1,1.0
너처럼 입는 사람 처음 봐.,0,0.0
요즘 와이프랑 너무 자주 싸움,0,0.0
그래도 랩은 괜찮게 하던데?,0,0.0
지금 내가 그 일을 겪을 것 같다고ㅜㅜ 진짜 죽고 싶어,1,0.0
이 동네는 떠야겠지?,0,0.0
겉멋만들어 가지고 지들이 잘난줄 안다니깐,1,1.0
귀엽기는 ㅋㅋㅋㅋ,0,0.0
할배들 소리 꽥꽥 난리였음,1,1.0
흙수저들은 왜 자살 안 하냐?,1,1.0
춤바람이 그렇게 무서운 거유. 뒷집 여자도 안 들어온대.,0,0.0
아는 사람이 교사인데 말야,0,0.0
엥 이거 짭이야?,0,0.0
그런 쓰레기들 상종하지 마.,1,1.0
너같은 악플러들은 죄다 잡아서 태평양에 투하해 버려야 해.,1,1.0
남자가 못생겨서 남자이득 ㅋㅋㅋ,1,1.0
어제 햄스터 분양 받았다,0,0.0
쟤는 환승이별 전문인가봐,0,0.0
그렇게 배아프면 니가 직접 물통 들고 가던가,1,0.0
이게 원래 내로남불의 맛이거든~,1,1.0
요즘 애들은 선생님 말을 길거리 똥개 짖는 걸로 안다니까.,1,1.0
노숙자들 한강 쓰레기통 많이 뒤지던데 딱 그 꼴이네.,1,1.0
맞아 발육 상태가 그냥 끝내주지,1,0.0
내 눈엔 예쁘기만 한걸,0,0.0
너도 깜둥이면 니네 나라로 돌아가,1,1.0
나 오늘 잠 잘 못잤어,0,0.0
죄다 낙태시키는데 뭔 놈의 저출산 극복 ㅋ,1,1.0
뇌를 화성에다 두고 왔냐?ㅋㅋ,1,1.0
소아성애자 변태같은 놈이네,1,1.0
능지가 처참해도 너무 처참한데,1,1.0
아마 저 주렁주렁 달린 게 궁금해서 몇 번 만나준 남자들은 많겠지.,1,1.0
아는 샠히들이 계속 연애질하고 다니겠냐? 욕 처먹거나 맞을까 봐 안 나온다 한듯ㅋㅋ,1,1.0
미안한데 전설의 #@#라고 모르니 너?,0,0.0
내말이 할줄아는건 거짓말치는 것 밖에 없지 아주,1,1.0
말로 해서 못 알아 들으면 처맞아야지,1,1.0
나는 쟤네 둘이 기가 너무 세 보임... 표정 관리도 못 하는 거 같고,1,1.0
아침에 브런치 썰러온 여자들 보면 목을 썰고 싶어진다.,1,1.0
진짜 면상 보면 개 패고 싶음,1,1.0
오늘 가면 국룰인 인절미 하나 먹고 메론도 먹자,0,0.0
근데 니가 제일 못해 ㅂ1ㅅ아,1,1.0
저 남자 어때,0,0.0
ㅇㅇ남자들 다 죽었으면 좋겠다,1,1.0
임산부가 무슨 계급이야? 재수 없어 진짜,1,1.0
나 지금 맛있게 먹고 있는데?,0,0.0
입에 행주를 물었나 쪽팔린 줄 알아라.,1,1.0
"#@인간및인간집단.인물.정치인.남성# 딸은 왜 빼냐, 조내 서운하게.",1,1.0
그래놓고 하는 변명이 더 어이없어,1,0.0
너한테 도대체 누가 대주는데?,1,1.0
그것만 문제냐? ㅋㅋㅋ,0,0.0
이번에 대선주자들 너무 이상해,0,0.0
아니 이 날씨에 안더우세요? 과잠 벗으세요,0,0.0
남녀 갈등 조장하지 마,0,0.0
전쟁 부추기는 인간이 대통령 맞냐?,1,1.0
뉴스 보니까 나이든 사람들 갑질 하는게 많더라,0,0.0
걔가 뭐가 이쁘냐? 그냥 다 성형 때렸겠지,1,1.0
내가 니 성적이었으면 수치스러워서 손목 그었다.,1,1.0
몰라 피곤하고 귀찮아,0,0.0
야발 조디 싸매라 ㅡㅡ 내가 일반 캠으로 올리든 말든 네 알바냐?,0,1.0
나라 꼴이 왜 이래,0,0.0
야 조금만 기다려줘,0,0.0
차라리 얼른 #@인간및인간집단.조직및단체.정당#으로 입당해라,0,0.0
목숨을 잃는 거지.,1,0.0
너는 역사의식이 전혀 없구나,0,0.0
세금을 피싸개들만 내는 줄 아냐?,1,1.0
그런놈들은 부모가 문제야. 가정교육을 개떡같이 시키니까 그렇게 되지.,1,1.0
도대체 쟤는 뭘 잘못 먹고 저렇게 트롤이 된거야!,0,1.0
사내놈들이 그렇게 엄살이 심해서 어쩌냐 ㅋㅋㅋ,1,1.0
요즘 재밋는거 뭐 없냐?,0,0.0
카페 알바 못 하겠다,0,0.0
느그 아빠한테 많은걸 배웠네 그러니 니 아빠랑 똑같이 벌받자,0,1.0
그런 더러운 가게는 장사 접어야 함 이 시국에 장사도 안될 텐데 손님 귀한 줄 모르네,1,1.0
"그니까, 하루종일 피곤하고 ㅠ 체력 바닥이야",0,0.0
테니스나 수영 헬스보다는 편한 운동이니깐 그럴듯,0,0.0
"글쎄, 매일 운동은 하지만 몸의 변화가 없는 널보니 하기 싫어지는걸?",1,1.0
왜? 너네 그렇게 크게 싸운적 없잖아,0,0.0
너 말을 왜 그렇게 해?,0,0.0
음..글쎄.,0,0.0
뻐꾹이 아빠 돼서 등골 쪽쪽 빨리며 살아라,1,1.0
청와대는 국민들 아우성보다 #@인간및인간집단.인물.정치인.남성# 딸이 먼저인가?,0,1.0
나 같으면 저 나이 먹도록 저럴 거면 그냥 한강에 미련없이 투신자살한다 한심한 인생들 ㅋㅋ,1,1.0
북돼지가 자기 전용기 타고 와서 자랑질 하려나보네,1,1.0
잘 보이려고 별 난리를 다 치네.,1,1.0
나는 너 목줄채워서 채찍으로 갈기면서 뒷치기 하고 싶음,1,1.0
멀쩡히 앞에 있는 걸 못 보는데 그럼 뭐라고 함?,1,0.0
아 뭔 졸리 재미없는 드립이야 기분 더럽다니까 ㅡㅡ 눈치 챙겨 볎신아,0,1.0
왜 거지가 성격도 더럽다는 소리를 들으려고 하니,1,1.0
이색히 백퍼 거지된다 ㅋㅋ,1,1.0
사회에서 도박을 했으면 그게 군대에 갔다고 안 하겠냐?,0,0.0
"그래, 니 애샛기들도 꼭 백신 처맞혀라. 장례식 가줄 테니.",1,1.0
내가 다 속상하다ㅠㅠ,0,0.0
저 여비제이는 편집자가 어디 모자라나 왜 이렇게 영상을 못 만드냐?,1,1.0
아 적응하시려면 힘들긴 하시겠다 난 이해가,0,0.0
틀딱들 투표하기 전에 정상적인 생각이 가능한지 테스트해 봐야 해.,1,1.0
말리지 마 #@인간및인간집단.인물.정치인.남성# 찍는다,1,0.0
근데 얼굴도 작거든!,0,0.0
남자가 뭘 그런것 가지고 그래 그럼 앞에 만져줄까?,1,1.0
그건 일단 다른 문제 아니냐?ㅋㅋㅋ,0,0.0
이게 사실이라면 진짜 실망스럽다,0,0.0
이 코인은 #@#에서 투자했다면서?,0,0.0
아 결혼하기도 힘드네,0,0.0
항상 전교 꼴등이랑 경쟁하는 주제에 더 떨어질 성적이 있긴 하냐? ㅋㅋㅋ,1,1.0
인스타 같은 거 진짜 시간 낭비라는 걸 깨달았으면..,1,0.0
난 바로 보육원 보낸다 절대 못키워 으,1,1.0
커플 여행가서 할 게임 뭐 없나,0,0.0
자세히 봐봐 괜찮다니까?,0,0.0
TV에서 힘들게 사는 사람들을 볼 때마다 너무 마음이 아파서 기부하고 싶어.,0,0.0
2주로 유학갔다 온다고 하기에 민망하다,0,0.0
어린이 보호 구역에서 신종 범죄 많이 일어난다잖아,1,0.0
조상이 친일파인 애들이 좌파 어쩌고 그러던데.,1,1.0
"너는 화장도 안 하고, 여자 맞냐?",1,1.0
시선테러야 ㅋ 하다못해 시선으로까지 성추행하는 것들,1,1.0
난 전기차 폭발할까봐 아직은 좀 조심스러워,0,0.0
국민들 무식한 게 진짜 상상초월임.,1,1.0
ㅋㅋㅋ 여기서 실사환데 왜 안 닮음? 거리는 애들은 크루엘라 안 봤냐?,1,0.0
"엄마, 바빠서 생일 못 챙겨줘서 미안해.",0,0.0
조선족은 진짜 사회 악이다,1,1.0
아니면 나가 뒤지든가,1,1.0
무슨 스무살이나 많은 여자랑 결혼을 하냐 저 남자는.,1,0.0
그래도 우리 엄마한테 예쁜 딸이야~,0,0.0
어우 진짜 저런 사람들은 어디 한 지역에 가둬다가 좀 격리시키면 안 되나.,1,1.0
식초로 씻으면 냄새 없어져요.,0,0.0
#@인간및인간집단.인물.인물_무정보.여성#이랑 #@인간및인간집단.인물.정치인.여성#이 해쳐먹은 게 더 많지 않을까?,1,1.0
저따구로 인생 폐급마냥 살지 않으려면 어렷을때부터 자기계발 열심히 해라,1,1.0
#@# 찍는 애들 다 죽여버리고싶음ㅋㅋ,1,1.0
모의고사 영어 8등급 맞는 애들은 사람이냐?,1,1.0
할아버지들 마주치기만 하면 인사하래,0,0.0
내년부터 패럴림픽 나가라해라 정신병 사유로,1,1.0
나이먹고 그짓거리 하고 싶니?,1,1.0
그건 또 무슨 말이야,0,0.0
노숙자 감싸는 게 딱 그지 틀딱 클라스,1,1.0
#@#에 #@# 있냐?,0,0.0
그럼 VR 사서 1인칭 AV 보면 된다,0,0.0
근데 솔직히 학교 폭력 당하는 찐따들도 문제가 있는 거 아니냐?,1,1.0
아니 그렇긴한데 무슨 말을 그렇게하냐,0,0.0
요새 신조어들 유행하던데 다 무슨 소리 인지 모르겠다 내가 너무 뒤쳐진건가??,0,0.0
죄다 샬라샬라 뿐이네 작사가가 외계인인가.,1,1.0
모가지가 뻣뻣하다 못해 분질러졌나? 인성 쓰레기 같은 놈,1,1.0
저 연예인 스타일리스트는 저렇게 하면 돈을 벌긴 하나 ㅋㅋ,0,1.0
잘못하면 맞을 거 같은데 어떡해,0,0.0
쟤 천만원 없을 걸 ㅋㅋㅋㅋ,0,1.0
제대로 뛰지도 못하면서 야부리좀 털지마,1,1.0
야 과제 다해가? 다되면 보내줘,0,0.0
왜 재밌잖아ㅎㅎ,0,0.0
너는 만날 피곤하다는 말만 하는구나.,0,0.0
야 그 기사 봤어?,0,0.0
진짜 한심 그 자체다.,1,1.0
설거지론이 뭐임? 처음 들어봐 집안일 말하는거?,0,0.0
키작남 정신승리도 싫은데 키큰남 지가 잘난 줄 아는 것도 극혐.,1,1.0
니가 뭔데 내 인생에 참견이야,1,1.0
아니 당장 내년이 선거잖아;,0,0.0
걱정은 늙딱 느금마한테 가서 해드려 ㅜ 너랑 대화하는 것도 쥰나 짜증나니까 끄지라,1,1.0
사고날 뻔 했잖아요,0,0.0
씨털라마 병시 개 젖빠라 씨버로무 색기야,1,1.0
아니 군대도 안 가는 년들이 무슨 국방부 장관임 ㅋㅋ,1,1.0
저런 진상들은 안나오면 실형을 선고해야지 판새들이 뭐하는짓이야,0,1.0
장난이야 관리하면 바뀌더라,0,0.0
야비한 저능아보단 무식한 깡패가 나을 듯ㅋㅋ,1,1.0
니 얼굴에 내 주먹 비벼줄까? 진짜 어디서 멍멍이 울리는 소리 들리네,1,1.0
진짜 상주하는 트롤섀끼들때문에 겜을 못하겠네,1,1.0
돼지야 게을러 자빠져서 운동할 곳을 안 찾은 거잖냑 ㅋㅋㅋ,1,1.0
현실성 1도 없는 비틱글이네,1,0.0
쿵쾅이가 뭐야?,0,0.0
와 진짜 춥다 날씨 왜 이럼?,0,0.0
너 차박 어떻게 생각해?,0,0.0
아ㅠㅠ 오빠 사랑해ㅠㅠ 내가 오빠 말고는 이제 마음에 안품을거야 오빠 내 사랑 받아줄 때까지 여기서 숨 안쉬고 있을거야,0,0.0
양아치들이나 입는 쓰레기 잠바를 왜 돈 주고 사냐?,1,1.0
난 지 능력에 비해 이상이 큰 애들이 불쌍해.,1,1.0
니가 공부는 무슨 공부 ㅋㅋㅋㅋ,1,1.0
어휴 학교 폭력을 뭐로 생각하는거야?,0,0.0
그러게 돼지가 근자감 오진다,1,1.0
평상시엔 정상인데 술이 문제야,0,0.0
요즘 누가 중고 토익책을 2만원이나 받으면서 팔아요?,0,0.0
#@인간및인간집단.조직및단체.가수그룹.여성# 사건과 #@인간및인간집단.조직및단체.가수그룹.여성# 사건을 통해 알 수 있는 대중들의 개돼지성.... 진짜 어이없어서 웃음만 나오네,1,1.0
임산부석에 대체 왜 남자가 앉는 거야?,0,0.0
사랑하는 사람이 생겼는데 유부남이에요,0,0.0
페미 특 한남보다 지들이 잘 난 줄 앎ㅋㅋㅋㅋㅋ 현실은 뭐다?,1,1.0
쟤는 언제 책을 낸 거야,0,0.0
그집은 부모님은 괜찮던데 아들이 사고를 친다며?,0,0.0
블랙홀 비밀 밝히는 시대에 혼자 천동설 주장하고 있네,1,0.0
동의하고선 나한테 뒤집어 씌우네. 기막혀라. 넌 원래 그러니?,1,1.0
틀딱이들은 그냥 집에나 박혀있지 느린 몸 끌고 밖에는 왜 나오는 거야?,1,1.0
저 오빠 너무 잘생겼지 않아? 저런 사람이 결혼하자고 하면 내가 먼저 애낳자고 할 듯.,1,0.0
나 그래도 우리학교 수석이야,0,0.0
흑노예라고 하니까 왜그렇게 웃기냐?ㅋㅋ노예들,1,1.0
내가 패스트푸드에서 시급 알바 하니까 우습냐?,1,0.0
인방도 인방 나름이야,0,0.0
또 아줌마가 교통사고 냈네?,0,0.0
최저임금 무지성으로 올리자는 것들은 경계선 지능이거나 그냥 저능아라고 보면 된다.,1,1.0
국어국문학과 맞춤법 선비 납셨네.,1,1.0
그럴거면 왜단속하는거임??,0,0.0
그 남자가 너랑 친해지고 싶다던데,0,0.0
빠순이들보다 더하다니까.,0,1.0
지가 언제까지 아이돌인줄 알았나,0,1.0
세상에 왤케 미개한 종교들이 많지?,0,1.0
나한테는 좋은 사람이야,0,0.0
내가 돈도 줬는데 왜 옷을 안 사입는거야?,0,0.0
그러니까 저런 애들은 방송나오면 역겹다니까 ㅋㅋㅋ,1,1.0
쟤 미래가 참 걱정이야,0,0.0
어휴 더러운 인종차별주의자 자식,1,1.0
그 얼굴로 도대체 번호를 왜 따는 거죠?,1,1.0
머래 너희 엄마도 벌레처럼 생겼을 거 같은데,1,1.0
아니 근데 남한테 집안 배경 때문에 성공했다고 지껄이는 애들은,1,1.0
주사를 너무 아프게 놔줬어,0,0.0
너는 스카이 나온 것 같은데 죽을 때 수의로 네 유일한 업적인 과잠 입고 가길 바란다,1,1.0
쟤는 볼 때마다 얼굴이 녹아내리고 있는 거 같냐,1,0.0
왜 태어났냐 대체,1,1.0
지 머리 사이즈 2배 되는거 쓰고 다니네,1,1.0
티비 나오는 중국인들 전부 어릴때 중화사상 교육 받은 애들임,0,1.0
한국은 남성에게 의존을 많이 하니까 뭐가 잘 안되면 남자 탓하잖아요,1,0.0
누워계시는게 놀릴거리냐? 어휴 못난놈,1,1.0
날씨 엄마 뒤진 날씨네 너무 덥다,1,1.0
대놓고 도둑질 몽둥이가 약,1,1.0
"이래서 돈, 돈거리나봐.",0,0.0
"야, 눈치 챙겨.",0,0.0
1900년대 성형 수술 보니까 기괴하던데 흉측하고 저러다 죽는거 아니야 ?,0,1.0
그니까 이미지 좋은 편이고 팬도 많으니 여론 무조건 얘 편인데 ㅋㅋㅋ,0,0.0
너 오토바이 탈 때 헬맷은 꼭 써야되는거 알지?,0,0.0
아무래도 대깨문들은 진짜 대굴통가 깨져야 돼,1,1.0
아니 이럼 물려놓고 팔지도 못한다는 거 아님?,0,0.0
아니 실화야? 그런 짓을 하는 사람이 있다고?,0,0.0
아이고 허구한 날 짖냐ㅉㅉ,0,1.0
#@인간및인간집단.인물.방송인.여성#는 몸매가 쌔끈해서 이쁜데 뚱녀들은 개이상할듯,1,1.0
나 뭐 만들고 꾸미는 거 좋아해 ㅋㅋ,0,0.0
차라리 성형하기 전 네모 괴물 시절이 나은듯,1,1.0
어디 단역으로 하나 나왔는데 갠방해서 어떻게 성공하냐?,0,1.0
한국 들어올 때 걸어오든가 헤엄쳐오게해야돼,0,1.0
최선을 다 한 거야.,0,0.0
차마 그 마누라 때문에 못 찍겠다,1,1.0
와 세상좋다 장애인은 아무것도안하고 세금만 가져가네~ 진짜 헬조신클라스,1,1.0
니 미래 남편이 욕하는 소리 여기까지 들린다,1,1.0
눈먼 개돼지들이라 언론이 불러주는 대로 그저 정부 까기 바쁨.,1,1.0
뭐만 하면 '이거보고 #@인간및인간집단.인물.정치인.남성# 뽑는다' 이래 ㅋㅋ,0,0.0
예수쟁이들은 또 모여서 예배했나본데 도대체 뭐가 문제냐,1,1.0
ㅡㅡ 짜증나네ㅡㅡ,0,0.0
쟤는 의젖이라도 가슴이 미치게 탐스럽다,1,1.0
"아니야, 내가 너한테 괜히 물어봤다",0,0.0
공부를 열심히 한것도 아닌데 왜 저러지?,1,0.0
우리나라가 미국 식민지도 아니고 미국장 흔들하면 국장은 아예 브레이크 댄스를 추냐,0,1.0
그냥 2탄도 무조건 사고치니까 그 전에 죽어야지,1,1.0
책 읽으면 밥 먹여주나?,0,0.0
응 너는 댓글 한줄로 #@인간및인간집단.인물.방송인.남성#보다 인생 실패한걸 열심히 티내고 있네,1,1.0
많이 기다렸나?,0,0.0
오늘 수업에서 발표한 여자애 참 잘하지 않았니?,0,0.0
그냥 저런 사람이랑 같이 하는 것 자체가 동기부여가 안 됨,1,1.0
약한 척 하기는 원두도 걍 먹을 것 같이 생겼구만,1,1.0
그리고 니 면상에 명품들어봐야 오징어 밖에 안됨,1,1.0
그렇다고 온 동네 도배하고 다니면 해결이 되냐?,1,0.0
네 손님 무슨 일이세요?,0,0.0
진짜 팀장 과장 다 죽어야지 우리 좀 살만할듯,1,1.0
쟤는 원래 그렇게라도 반지하스러운 현실을 합리화 해야 현타 안오고 계속 일할테니 내비둬,1,1.0
음주충들 집가서 발닦고 잠이나 자자. 왜 차를 몰아,1,1.0
거대하네 거대해 조심하자 한대맞으면 사망이다,1,1.0
그따위 썩은 생각을 가지고 있으니 친구가 없는거야!,1,1.0
으휴 남가가 돼서 뭐가 무섭냐,1,1.0
그냥 높으신분들이 방산비리하고 남는걸로 사니까 먹는게 부실해질수밖에 ㅋㅋ,1,1.0
걔 또래 급식들이 지네 인생 막막하니 배알 꼴려서 이러는 거네 ㅉㅉ,1,1.0
너 발 사이즈 몇이야?,0,0.0
오 웬일이야 너가 책을 다 읽으려고 하고?,0,0.0
무슨 약속?나 너만나기로 한거야?,0,0.0
한국인들한테도 혐오받는 찐따가 일본인들한테 대우받을 줄 알고 알랑거리나?,1,1.0
아무 느낌이 없어서 놀랬어,0,0.0
왜 그냥 전국 모든 살인은 조선족 소행이라고 하지?,1,1.0
그 집 아이 발달장애를 고치기 위해 돈을 엄청 쓰고 있대,0,0.0
그 사람들 너무 무서워,0,0.0
응 중국 여행 가서 만났어,0,0.0
걍 사지마.,0,0.0
아이돌이 팬들이랑 소통하는 게 필수야?,0,0.0
그냥 적당한 국산 중형차 타고 다녀,0,0.0
#@# 나가는 여자가 공대를 가겠냐,0,1.0
게이들 행동하는 꼬라지만 봐도 토 쏠려,1,1.0
쟤 음주운전 걸렸대,0,0.0
아무리 명품 걸쳐봤자 깐지 안나니 말짱 도루묵이네...,1,1.0
하여간 중국인들은 인류를 위해 단체로 자살했으면 좋겠어 ㅋㅋㅋ,1,1.0
커피값 진짜 비싸다 웬만한 밥 값 나오는 듯,0,0.0
도대체 트랜스젠더는 왜 방송에서 띄워주지?,0,0.0
맞아 ㅋㅋ 무슨 요리 하는 영상들이 많던데 ㅋㅋ 진짜 별로인거같음,1,0.0
이번 영화 정말 무섭더라 특히 좀비 얼굴이 좀 ㅎㅎ,0,0.0
와 30대 한남 또 너냐? ㅋㅋㅋ,1,1.0
우울증 걸린 사람한테 너무하네,0,0.0
아 ㅋㅋ 미용실에 머리잘랐는데 망했다 ㅋㅋ이거봐라 나 ㅈ됬는데 어카냐,0,1.0
맞아 개는 진짜 보기가 싫더라,1,0.0
노인분들은 왜 이렇게 새치기를 많이 하실까?,0,0.0
으 키만 멀대같이 커서 배구나 잘하지,1,1.0
ㅋㅋㅋ 현명한 선택이네,0,0.0
노망 났으면 걍 요양원 가서 뒤졌으면 좋겠는데.,1,1.0
열받네 같지도않는 피래미 ㅅㄲ들이 하 .... 귀싸대기 죤나 쌔게 갈기고 싶다,1,1.0
나는 애니프로필사진 하던 말던 상관없는데 친구는 애니프로필 사진 하는사람들은 꼭 거르라는데 왜 그러는거야 ?,0,0.0
장애인들은 무능력해서 보조금으로 살아가는 게 팩트임,1,1.0
엄마 찬스로 과장 자리 꽤 찼으면 능력이라도 있던가.,0,1.0
청각 장애인이라고 아예 안 들리는 것은 아니야.,0,0.0
대부분 그렇게 생각할  거 같아.,0,0.0
조센징들 특성이죠,1,1.0
먹을 때 꺼내면 그게 알아서 바로 녹니?,1,0.0
노인네들이 다 써먹는 보험제도,1,1.0
피해의식 있는 서민들이 자극하기,1,1.0
#@인간및인간집단.인물.정치인.여성# 이 놈은 뚫린 입이라고 막 싸지르네,1,1.0
지들 이야기한거도 아닌데 희롱했다고 오바떠네,1,1.0
"헐, 자기는 뭐 얼마나 잘생겼다고 얼평질이냐? 쯧쯧.",1,1.0
착각은 자유지만 미치지는 마라,0,1.0
지네들이 무슨 전세계 패션왕 마냥 그렇게 씰룩씰룩 하고 다니는데 보면 그냥 걷는거 밖에 안보이던데 ㅋㅋㅋ 뭐더러 저런일 하냐 바보도 아니고,1,1.0
오 뭘로 모으는데?,0,0.0
"대충 폰 훔쳐보니까, 그 영상을 넣고 다니는 것 같던데 대충 보니 취향이 줌마나 할머니야",1,1.0
그럼 운동부터 해. 돼지처럼 처먹지만 말고.,1,1.0
거지같다고 무시할 땐 언제고,1,1.0
너처럼 게으른 인간한텐 주택도 사치인 건 아니?,1,1.0
왜 뭔일 있었어?,0,0.0
너 제주도 가 봤냐?,0,0.0
그거 전부다 페미 피싸개들이 탈코르셋같은 잦같은거 하는거임 ㅋ,1,1.0
게다가 게을러서 무능하자너ㅉㅉ,1,1.0
